line,label
uHDReAICCAAwDAYIKoZIhvcNAgkFADAdBglghkgBZQMEASoEEDhFghK960D2ZnoF,unclear
set target parameter,unclear
network 10.10.50.0 0.0.0.255 area 0,unclear
interface ethernet1/1/25,unclear
<new_action>drop</new_action>,unclear
router bgp 65250,unclear
interface eth5 {,unclear
interface Ethernet1/112,unclear
snmp-server enable traps cpu threshold,unclear
set latency-threshold 250,unclear
set protocols mpls interface ge-0/0/0.0,unclear
set security zones security-zone EXT-2 host-inbound-traffic protocols bgp,unclear
"set wildcard-fqdn ""verisign""",unclear
interface 1/1/29,unclear
"edit ""OpenAI-GPT.Actions""",unclear
<interface>opt3</interface>,unclear
unset reputation-minimum,unclear
set subnet 172.30.0.0 255.255.254.0,unclear
/interface wifi capsman,unclear
interface 1/29,unclear
"edit ""default-pool""",unclear
set ipv6-exthdr-order-err drop,unclear
set vlans V2023 l3-interface irb.2023,unclear
"edit ""Symantec-Endpoint-Protection-AV-Vista-Win7""",unclear
set cos-queue 0,unclear
interface Ethernet1/7,unclear
interface Ethernet1/67,unclear
interface Ethernet1/77,unclear
interface Ethernet1/87,unclear
function startFtmPushPoll() {,unclear
set neigh-discovery-burst-delay=300ms neigh-discovery-burst-limit=64 \,unclear
weight 30,unclear
"set note="""" show-at-login=yes",unclear
!egress-rate-queue5 !egress-rate-queue6 !egress-rate-queue7 map=default \,unclear
<counters>0</counters>,unclear
"set thumbnails=""""",unclear
snmp-server enable traps rf,unclear
ip nat inside source list NAT-ACL interface GigabitEthernet1 overload,unclear
interface Ethernet1/38,unclear
"set wildcard-fqdn ""*.mzstatic.com""",unclear
name VLAN 11,unclear
set wins-server1 0.0.0.0,unclear
interface 1/33,unclear
route-target import evpn 65000:50100,unclear
140 permit udp any range 67 68 10.92.100.222,unclear
"edit ""Act-on-FTP""",unclear
ip nat outside,unclear
interface ethernet1/1/7,unclear
interface port-channel999,unclear
set ip6-trusthost6 ::/0,unclear
set fmg-update-port 8890,unclear
"set accprofile ""prof_admin""",unclear
"set pattern ""/sec*.h263""",unclear
hostname nxos2,unclear
set unknown-header pass,unclear
<filename>drop.rules</filename>,unclear
mpls ip,unclear
/ipv6 settings,unclear
network 10.13.13.0 0.0.0.255 area 0,unclear
trunk group LEAF_PEER_L3,unclear
hardware access-list tcam region racl 1024,unclear
set end-ip 224.0.0.10,unclear
"name ""VLAN1""",unclear
set security zones security-zone HA-ICD host-inbound-traffic protocols bgp,unclear
"set category ""Email""",unclear
<div>FortiClient VPN can configure your connection automatically.</div>,unclear
"set name ""BL IN IOT""",unclear
set bridge queue=no-queue,unclear
neighbor 10.20.10.2 allowas-in 3,unclear
"set host-domain-name-suffix ""2mdn.net""",unclear
"set member ""plex"" ""overseerr"" ""nzbget"" ""radarr"" ""sonarr"" ""zabbix""",unclear
interface Ethernet1/55,unclear
snmp-server enable traps envmon fan,unclear
set gui-device-longitude '',unclear
set qos-group 0,unclear
interface 1/1/21,unclear
<route/>,unclear
vlt-mac de:ad:00:be:ef:01,unclear
set 5 !forwarding-override,unclear
ip nhrp map 130.59.254.2 130.59.32.21,unclear
<files>,unclear
"edit ""Act-on-Other""",unclear
set groups mnha-sync security ipsec policy ipsec-policy perfect-forward-secrecy keys group14,unclear
rsakeypair TP-self-signed-2174610277,unclear
interface range ethernet1/1/13-1/1/14,unclear
interface 1/21,unclear
diagnostic bootup level minimal,unclear
<hostname>pve4</hostname>,unclear
ip prefix-list ALLOW_10_1_2_0_24_LE seq 5 permit 10.1.2.0/24 le 32,unclear
network 192.168.123.4/32,unclear
interface TenGigE0/0/0/6,unclear
interface TenGigE0/0/0/36,unclear
sensor-group interfaces,unclear
interface Port-Channel20,unclear
route-target import 200:1,unclear
route-target import 200:1 stitching,unclear
snmp-server enable traps bridge newroot,unclear
neighbor 10.20.1.9 passive,unclear
set auth-ca-cert '',unclear
"set pattern ""/video/*.on2""",unclear
set 4 kind=sfq name=hotspot-default sfq-allot=1514 sfq-perturb=5,unclear
"set wildcard-fqdn ""citrix""",unclear
config main-class 70000000,unclear
"location.href=\""%%KEEPALIVEURL%%\"";",unclear
ip dhcp pool USERS-POOL,unclear
<hostname>nzbget</hostname>,unclear
name vlan413,unclear
interface 1/1/4,unclear
interface Ethernet1/85,unclear
set range global,unclear
description L2 LVX control packets,unclear
ipv6 address 2001:db8:21:23::/127,unclear
class-map match-any system-cpp-police-data,unclear
set trust-ip6-1 ::/0,unclear
class-map match-any match-video-cs4-exp2,unclear
hostname ks-leaf-01,unclear
"set wildcard-fqdn ""live.com""",unclear
interface GigabitEthernet2/0/4.22341020,unclear
set protocols lldp port-id-subtype interface-name,unclear
logging level snmpd 4,unclear
interface BVI500,unclear
set security zones security-zone DMZ host-inbound-traffic protocols pim,unclear
carrier-delay up 0 down 0,unclear
neighbor 10.0.255.20,unclear
interface vlan 15,unclear
"set associated-interface ""iot-vlan""",unclear
<failover_peerip>192.168.1.10</failover_peerip>,unclear
"the user, may be provided to law enforcement officials.",unclear
"set name ""FortiView Sessions""",unclear
"set value ""DOWN""",unclear
justify-content: center;,unclear
<vlanif>vlan0.100</vlanif>,unclear
interface Ethernet1/104,unclear
<no_ident>1</no_ident>,unclear
set rp-register-keepalive 185,unclear
"name ""printer leraarskamer""",unclear
"set pattern ""\\b([2-6]{1}\\d{3})[- ]?(\\d{4})[- ]?(\\d{2})[- ]?(\\d{2})[- ]?(\\d{2,4})\\b""",unclear
/interface bridge settings,unclear
redistribute direct route-map all,unclear
add arp=enabled arp-timeout=auto comment=Cluster disabled=no interface=bridge \,unclear
"set srcintf ""SDWAN-BRANCHES""",unclear
interface TenGigE0/0/0/34,unclear
shutdown,unclear
interface 1/1/49,unclear
vxlan vxlan0 {,unclear
mirror-ingress=no storm-rate=100,unclear
neighbor 10.20.1.8 remote-as 65533,unclear
neighbor 10.10.0.24 passive,unclear
<httpdPort>2812</httpdPort>,unclear
logging level aaa 4,logging_enabled:true
interface 1,unclear
"set wildcard-fqdn ""aus*.mozilla.org""",unclear
"set host-domain-name-suffix ""break.com"" ""0ebe.edgecastcdn.net""",unclear
fabric forwarding anycast-gateway-mac 0001.c73a.0000,unclear
7HMrvZ2y+QNeJgAAAAEAAAAAEAAABoAAAAE2VjZHNhLXNoYTItbmlzdHAyNTYAAAAIbmlz,unclear
set reboot-upon-config-restore enable,unclear
primary-priority 100,unclear
set dtls-min-proto-ver dtls1-0,unclear
padding: .3em .3em;,unclear
interface Ethernet11,unclear
keepalive peer 192.168.1.111 source 192.168.1.110,unclear
"set location ""data-center-rack-7""",unclear
ip prefix-list ALLOW_10_1_1_0_24_LE seq 5 permit 10.1.1.0/24 le 32,unclear
router-id 10.0.0.2,unclear
ip route 0.0.0.0 0.0.0.0 Dialer2 253,unclear
"set api-ssl address="""" certificate=none disabled=no max-sessions=20 port=8729 \",unclear
"<link href=\""https://fonts.googleapis.com/css?family=Roboto&display=swap\"" rel=\""stylesheet\"">",unclear
/interface wireless align,unclear
interface 1/1/13,unclear
interface 1/1/2,unclear
"switchport trunk allowed vlan 11,20",unclear
<interface>lan</interface>,unclear
interface 1/1/9,unclear
vlan 412,unclear
"set filename ""x-sjis""",unclear
"add comment=""Active/backup bond to secondary"" name=bond2 slaves=ether5,ether6 mode=active-backup",unclear
set cos-queue 2,unclear
"set associated-interface ""server-vlan""",unclear
set rate-by kbps,unclear
interface 1/2,unclear
neighbor 100.100.100.108,unclear
interface Ethernet1/35,unclear
channel-group 1 mode desirable silent,unclear
<comments>Proxmox VE host 1. Consider static IP on host.</comments>,unclear
snmp trap link-status,unclear
set tunnel-addr-assigned-method first-available,unclear
logging level icmpv6 6,logging_enabled:true
class-map match-any match-qos-group-1,unclear
"set auth-key=none broadcast=no broadcast-addresses="""" enabled=no \",unclear
interface Modular-Cable1/2/3:4,unclear
"edit ""MuleSoft-NTP""",unclear
"description Openflow, Exception, EGR Exception, NFL Sampled Data, RPF Failed",unclear
neighbor 10.10.0.24 remote-as 65532,unclear
neighbor 10.0.255.21,unclear
set mpls experimental imposition 0,unclear
<title>Firewall Quarantine Declined</title>,unclear
interface Ethernet1/86,unclear
interface 1/9,unclear
Download,unclear
neighbor 10.10.0.3 remote-as 65533,unclear
logging sequence-nums,logging_enabled:true
interface Ethernet5,unclear
interface Loopback100,unclear
"set description ""Shut down this FortiGate unit.""",unclear
"set extintf ""wan1""",unclear
spanning-tree mst 0 priority 4096,unclear
set end-ip 239.255.255.255,unclear
ip ospf 1 area 0.0.0.0,unclear
config videofilter youtube-channel-filter,unclear
"set description ""default storm control on all port""",unclear
"set www-ssl address="""" certificate=none disabled=yes max-sessions=20 port=443 \",unclear
"/system identity set name=""MikroTik-Office""",unclear
set qos-group 2,unclear
<comments>Proxmox VE host 2. Consider static IP on host.</comments>,unclear
interface Ethernet1/120,unclear
set memory-use-threshold-green 82,unclear
set fsa-high-risk high,unclear
class-map match-any match-qos-group-2,unclear
set customize-forticlient-download-url disable,unclear
set update-user-device mac-cache lldp dhcp-snooping l2-db l3-db,unclear
class-map match-any system-cpp-police-multicast-end-station,unclear
"set pattern ""/video/*.flv""",unclear
unset ovrd,unclear
dns domain lab.local,unclear
unset last-modified,unclear
neighbor 192.168.12.5 passive,unclear
"name ""DEFAULT_VLAN""",unclear
name vlan450,unclear
"set interface ""agg1""",unclear
neighbor 10.254.1.2,unclear
set security zones security-zone INT host-inbound-traffic protocols pim,unclear
ip tcp adjust-mss 1400,unclear
"edit ""MuleSoft-DNS""",unclear
set inter-controller-pri primary,unclear
set policy-options policy-statement SRX-SERVICES term LOOP-0 from instance master,unclear
set subnet 172.25.0.0 255.255.254.0,unclear
set protocols bgp group EBGP-DCI-EVPN bfd-liveness-detection minimum-interval 300,unclear
interface loopback 1,unclear
vlan 121,unclear
<adv_dhcp6_id_assoc_statement_address_vltime/>,unclear
"hostname ""ks-aoss-edge-01""",unclear
interface 1/1/50,unclear
JDmMZUXRGprMOno4NK+BEZIa7sBCOn6Py2KsVL2Ai9sESLzsvtTI4R6fl4q9zpso,unclear
"edit ""McAfee-Internet-Security-Suite-AV-Vista-Win7""",unclear
<descr><![CDATA[Default allow LAN to any rule]]></descr>,unclear
set trusthost2 172.30.1.254 255.255.255.255,unclear
set alt-secondary 0.0.0.0,unclear
"set advpn-health-check ""SLA_HUB""",unclear
"set wildcard-fqdn ""*autoupdate.opera.com""",unclear
"set style ""header-image""",unclear
aaa authentication enable implicit-user,unclear
<priv>user-config-readonly</priv>,unclear
"set name ""user-to-int-mgmt""",unclear
username admin privilege 15 secret 9 $9$lgJxy7Ga.Th5FU$gocFhcHC/8pvixGr.s2wB7X59FiGVvwYawfCPrmaJuY,unclear
set mpls experimental imposition 2,unclear
"edit ""Amazon-DNS""",unclear
<type>ldap</type>,unclear
set auth-proto sha512,unclear
set mode normal,unclear
set gui-device-latitude '',unclear
"set pattern ""/ptracking""",unclear
next-hop 10.250.1.1 {,unclear
interface port-channel101,unclear
ipv4 point-to-point,unclear
icmp-rate-limit=10 icmp-rate-mask=0x1818 ip-forward=yes \,unclear
"set interfaces ae1 description ""ESI 22:22 to 5110-169""",unclear
ip domain-name infra.ntc.com,unclear
config system ha,unclear
set vlanid 4088,unclear
set apply-groups POC_Lab,unclear
"set route-map-out ""RM_BRANCHES-OUT""",unclear
vlan 12,unclear
route 16.0.0.0/8 {,unclear
set chassis high-availability services-redundancy-group 2 backup-signal-route 169.254.200.4,unclear
set members 3,unclear
interface Ethernet18,unclear
set vlans V2031 vxlan vni 22031,unclear
set network-id 11,unclear
"edit ""Shutdown FortiGate""",unclear
<interfaces>wan</interfaces>,unclear
"vlan 1,10,20,30",unclear
interface Port-Channel3,unclear
/ip firewall nat,unclear
PcqAyezVPvmpOXAAAAEAAAAAEAAAEXAAAAB3NzaC1yc2EAAAADAQABAAABAQDLrUNkj4Ed,unclear
<adv_dhcp_request_options/>,unclear
"set alias ""user-vlan""",unclear
set members 3 4,unclear
<subinterface>,unclear
interface TenGigE0/0/0/22,unclear
"<type xmlns:ianaift=""urn:ietf:params:xml:ns:yang:iana-if-type"">ianaift:ieee8023adLag</type>",unclear
"set host-domain-name-suffix ""dailymotion.com"" ""dmcdn.net""",unclear
padding: 2px .5em;,unclear
SNMPv3 Secure Configuration,unclear
neighbor 10.0.0.6 route-map RP_PASS_LO in,unclear
set eapol-start-thresh 10,unclear
interface Ethernet47,unclear
"set certificate ""-----BEGIN CERTIFICATE-----",unclear
"set wildcard-fqdn ""*.android.com""",unclear
"edit ""Amazon-AWS.WorkSpaces.Gateway""",unclear
"set external-ip-blocklist ""malicious-ip-aa"" ""malicious-ip-ab"" ""malicious-ip-ac"" ""malicious-ip-ad"" ""malicious-ip-ae"" ""malicious-ip-af""",unclear
max-client-connections=600 max-fresh-time=3d max-server-connections=600 \,unclear
set frequency automatic,unclear
next-hop 1.1.1.1 {,unclear
/routing rip,unclear
config system sflow,unclear
"set server ""0.pool.ntp.org""",unclear
vpc peer-link,unclear
switchport trunk allowed vlan 2-4094,unclear
set vlans VLAN697 vlan-id 697,unclear
set vlans VLAN712 vlan-id 712,unclear
module A type j9534a,unclear
interface port-channel200,unclear
! Source: https://github.com/batfish/lab-validation (snapshots/eos_private_asn/configs/DuplicatePrivate/show_running-config.txt @ d40faf6),unclear
set query-v1-port 161,unclear
"edit ""custom-deep-inspection""",unclear
"edit ""HTTP""",unclear
interface port-channel2002,unclear
"xhr.send(encodedData.join(\'&\').replace(/%20/g, \'+\'));",unclear
description core uplink to P1,unclear
logging level icmpv6 4,logging_enabled:true
/user settings,unclear
config firewall internet-service-definition,unclear
set mappedport 32400,unclear
set vlans VLAN895 vlan-id 895,unclear
policy {,unclear
name VLAN20,unclear
set routing-instances TENANT-A protocols bgp group edge neighbor 10.99.0.1 description edge1,unclear
set protocols bgp group PE-MESH local-address 10.255.0.1,unclear
snmp-server enable traps fru-ctrl,unclear
network 192.168.123.3/32,unclear
seq 20 permit 192.168.254.0/24 eq 32,unclear
set ip6-secondary ::,unclear
class-map match-any match-qos-group-3,unclear
set extcommunity color 100,unclear
class-map match-any system-cpp-police-dot1x-auth,unclear
config main-class 50000000,unclear
route-target both 10211:10211,unclear
network 192.168.123.8/32,unclear
interface range ethernet1/1/1-1/1/12,unclear
soft-reconfiguration inbound always,unclear
set Desktop !egress-rate-queue0 !egress-rate-queue1 !egress-rate-queue2 \,unclear
set peer-modem1 generic,unclear
"set content ""VPN Usage""",unclear
set fast-start-interval 2,unclear
interface Ethernet1/18,unclear
set sfp-sfpplus2 !egress-rate-queue0 !egress-rate-queue1 !egress-rate-queue2 \,unclear
set vlans VLAN845 vlan-id 845,unclear
interface TwentyFiveGigE1/1/1,unclear
hostname jcy-spine-01,unclear
"edit ""McAfee-Internet-Security-Suite-FW-Vista-Win7""",unclear
<adv_dhcp_required_options/>,unclear
"name ""Uplink SW-EG-01""",unclear
ip access-group ag1 in,unclear
interface Ethernet14,unclear
"set interfaces irb description ""mgmt""",unclear
network 192.168.123.1/32,unclear
storm-control unicast level 100.00,unclear
none hw=yes ingress-filtering=yes interface=sfp-sfpplus2 \,unclear
interface ethernet1/1/14,unclear
vlan 6,unclear
set template-export-period 5,unclear
interface ethernet1/1/26,unclear
logging level bootvar 4,logging_enabled:true
"set description ""A FortiGate license is near expiration.""",unclear
ntp server 198.51.100.123,unclear
! Source: https://github.com/networktocode/ntc-templates (tests/cisco_ios/show_running-config_interface/cisco_ios_show_running-config_interface.raw),unclear
neighbor 1.1.1.1,unclear
logging level diagclient 4,logging_enabled:true
"switchport trunk allowed vlan 10,2000",unclear
<p>Please set a new one.</p>,unclear
"config system replacemsg utm ""fortidata-query-error-html""",unclear
"none hw=yes ingress-filtering=yes interface=""PROD - PVE3"" \",unclear
<serveexpiredttlreset>0</serveexpiredttlreset>,unclear
radius server PRIMARY-AUTH,unclear
interface Ethernet37,unclear
set vlans VLAN822 vlan-id 822,unclear
logging level aaa 6,logging_enabled:true
"set comments ""VPN: BRANCHES1-O2 [Created by IPSEC Template]""",unclear
sensor-path Cisco-IOS-XR-infra-statsd-oper:infra-statistics/interfaces/interface/latest/data-rate,unclear
interface lag 8 multi-chassis,unclear
route-target export evpn 65000:50100,unclear
vrf MGMT,unclear
"set pool ""lan-pool""",unclear
set security zones security-zone HA-ICL host-inbound-traffic protocols bgp,unclear
interface Ethernet38,unclear
"set hostname ""npm-external.ct""",unclear
"edit ""Act-on-RTMP""",unclear
<comments>Primary workstation. 7DTD port forward target (26900).</comments>,unclear
set mib-view '',unclear
ip igmp access-group 1,unclear
"set name ""2-ADVPN""",unclear
set protocols bgp group EBGP-DCI-EVPN neighbor 191.168.101.4 peer-as 65101,unclear
"""Access Point"" orig-mac-address=02:00:00:00:5A:67 rx-flow-control=off \",unclear
<title>Application Control</title>,unclear
interface Ethernet1/124,unclear
domain name test.com,unclear
set dhcp-ra-giaddr 0.0.0.0,unclear
interface Ethernet1/46,unclear
interface TenGigabitEthernet1/1/7,unclear
set top-n 80,unclear
set priority-members 1,unclear
set ip-src-port-range 1024-25000,unclear
set switch-controller-dynamic '',unclear
peer-routing,unclear
set trusthost1 10.50.0.0 255.255.255.0,unclear
10 permit 232.0.0.0 0.255.255.255,unclear
"set content ""$auth_user_uri""",unclear
